행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2024년 05월 공연 장성 孝 콘서트,장성문화예술회관 대공연장,기획공연,2024-05-07,2024-05-07,19:00,20:30,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 04월 문화가 있는 날 영화상영 <시민덕희>,장성문화예술회관 대공연장,영화상영,2024-04-23,2024-04-23,19:00,21:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 04월 공연 우리아빠가 최고야(3회),장성문화예술회관 소공연장,어린이공연,2024-04-20,2024-04-20,16:00,17:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 04월 공연 우리아빠가 최고야(2회),장성문화예술회관 소공연장,어린이공연,2024-04-20,2024-04-20,14:00,15:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 04월 공연 우리아빠가 최고야(1회),장성문화예술회관 소공연장,어린이공연,2024-04-20,2024-04-20,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 03월 문화가 있는 날 영화상영 <서울의 봄>,장성문화예술회관 대공연장,영화상영,2024-03-26,2024-03-26,19:00,21:20,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 03월 공연 나무늘보 릴렉스(2회),장성문화예술회관 대공연장,어린이공연,2024-03-16,2024-03-16,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 03월 공연 나무늘보 릴렉스(1회),장성문화예술회관 대공연장,어린이공연,2024-03-16,2024-03-16,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 03월 공연 버라이어티 서커스 쇼 동춘서커스,장성문화예술회관 대공연장,기획공연,2024-03-05,2024-03-05,19:00,20:40,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 02월 문화가 있는 날 영화상영 <노량:죽음의 바다>,장성문화예술회관 대공연장,영화상영,2024-02-27,2024-02-27,19:00,21:30,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 01월 문화가 있는 날 영화상영 <30일>,장성문화예술회관 대공연장,영화상영,2024-01-30,2024-01-30,19:00,21:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 12월 문화가 있는 날 영화상영 <1947보스톤>,장성문화예술회관 대공연장,영화상영,2023-12-27,2023-12-27,19:00,21:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 12월 공연 스노우 버블쇼(3회),장성문화예술회관 소공연장,어린이공연,2023-12-16,2023-12-16,16:00,17:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 07월 공연 코믹마셜아츠 퍼포먼스 뮤지컬 <점프>,장성문화예술회관 대공연장,기획공연,2024-07-09,2024-07-09,19:00,20:30,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 06월 문화가 있는 날 영화상영 <댓글부대>,장성문화예술회관 대공연장,영화상영,2024-06-25,2024-06-25,19:00,21:10,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 06월 공연 보조개 사과(2회),장성문화예술회관 대공연장,어린이공연,2024-06-15,2024-06-15,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 06월 공연 보조개 사과(1회),장성문화예술회관 대공연장,어린이공연,2024-06-15,2024-06-15,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 05월 문화가 있는 날 영화상영 <파묘>,장성문화예술회관 대공연장,영화상영,2024-05-28,2024-05-28,19:00,21:10,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 05월 공연 슈퍼 히어로의 똥 닦는 법(2회),장성문화예술회관 대공연장,어린이공연,2024-05-11,2024-05-11,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 03월 공연 명작동화 뮤지컬 <라푼젤>(2회),장성문화예술회관 소공연장,어린이공연,2025-03-15,2025-03-15,14:00,15:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 03월 공연 명작동화 뮤지컬 <라푼젤>(1회),장성문화예술회관 소공연장,어린이공연,2025-03-15,2025-03-15,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 03월 공연 전북특별자치도립국악원과 함께하는 국악콘서트(with 김태연),장성문화예술회관 대공연장,기획공연,2025-03-11,2025-03-11,19:00,20:40,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 02월 문화가 있는 날 영화상영 <소방관>,장성문화예술회관 대공연장,영화상영,2025-02-25,2025-02-25,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 11월 공연 <장성 90s 레트로 콘서트>,장성문화예술회관 대공연장,기획공연,2024-11-12,2024-11-12,19:00,20:30,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 10월 문화가 있는 날 영화상영 <파일럿>,장성문화예술회관 대공연장,영화상영,2024-10-29,2024-10-29,19:00,20:50,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 10월 공연 공룡 애니멀쇼(2회),장성문화예술회관 대공연장,어린이공연,2024-10-19,2024-10-19,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 10월 공연 공룡 애니멀쇼(1회),장성문화예술회관 대공연장,어린이공연,2024-10-19,2024-10-19,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 09월 문화가 있는 날 영화상영,장성문화예술회관 대공연장,영화상영,2024-09-24,2024-09-24,19:00,21:10,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
"2024년 09월 공연 연극 <사랑해요, 당신>",장성문화예술회관 대공연장,기획공연,2024-09-10,2024-09-10,19:00,20:40,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 08월 문화가 있는 날 영화상영 <범죄도시4>,장성문화예술회관 대공연장,영화상영,2024-08-27,2024-08-27,19:00,20:49,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 08월 공연 무지개 물고기(2회),장성문화예술회관 대공연장,어린이공연,2024-08-17,2024-08-17,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 08월 공연 무지개 물고기(1회),장성문화예술회관 대공연장,어린이공연,2024-08-17,2024-08-17,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2024년 07월 문화가 있는 날 영화상영 <그녀가 죽었다>,장성문화예술회관 대공연장,영화상영,2024-07-30,2024-07-30,19:00,20:43,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 05월 문화가 있는 날 영화상영 <승부>,장성문화예술회관 대공연장,영화상영,2025-05-27,2025-05-27,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 05월 공연 창극 <조선의 눈동자>,장성문화예술회관 대공연장,상주단체공연,2025-05-20,2025-05-20,19:00,20:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,3000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 05월 공연 연극 <여보 나도 할 말 있어>,장성문화예술회관 대공연장,기획공연,2025-05-13,2025-05-13,19:00,20:40,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 05월 공연 드로잉 퍼포먼스 <두들팝>(2회),장성문화예술회관 대공연장,어린이공연,2024-05-10,2024-05-10,15:00,16:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 05월 공연 드로잉 퍼포먼스 <두들팝>(1회),장성문화예술회관 대공연장,어린이공연,2024-05-10,2024-05-10,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,6000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 04월 문화가 있는 날 영화상영 <히트맨2>,장성문화예술회관 대공연장,영화상영,2025-04-29,2025-04-29,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 04월 공연 가족뮤지컬 <어른동생>(2회),장성문화예술회관 대공연장,어린이공연,2024-04-12,2024-04-12,15:00,16:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 04월 공연 가족뮤지컬 <어른동생>(1회),장성문화예술회관 대공연장,어린이공연,2024-04-12,2024-04-12,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 03월 문화가 있는 날 영화상영 <하얼빈>,장성문화예술회관 대공연장,영화상영,2025-03-25,2025-03-25,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 03월 공연 명작동화 뮤지컬 <라푼젤>(3회),장성문화예술회관 소공연장,어린이공연,2025-03-15,2025-03-15,16:00,17:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,199,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 10월 공연 뮤지컬 <넌 특별하단다>(2회),장성문화예술회관 대공연장,어린이공연,2024-10-18,2024-10-18,15:00,16:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 10월 공연 뮤지컬 <넌 특별하단다>(1회),장성문화예술회관 대공연장,어린이공연,2024-10-18,2024-10-18,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 09월 공연 퍼포먼스 <버블J의 아쿠아쇼>(2회),장성문화예술회관 대공연장,어린이공연,2024-09-20,2024-09-20,15:00,16:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2025년 09월 공연 퍼포먼스 <버블J의 아쿠아쇼>(1회),장성문화예술회관 대공연장,어린이공연,2024-09-20,2024-09-20,11:00,12:00,유료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
